Region;Servicio de salud;Comuna;Establecimiento;CodigoEstablecimiento;Numerador;Denominador;PorcentajeCumplimiento
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Renca;Centro de Salud Familiar Huamachuco;110364;104;112;92.86
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Renca;Centro de Salud Familiar Renca;110360;264;344;76.74
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;San Pedro;Centro de Salud Familiar San Pedro;110387;54;80;67.5
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;San Pedro;Posta de Salud Rural El Prado;110495;17;18;94.44
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;San Pedro;Posta de Salud Rural La Manga;110490;2;2;100.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;San Pedro;Posta de Salud Rural Loica;110485;10;10;100.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;San Pedro;Posta de Salud Rural Nihue;110492;2;1;200.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Talagante;Centro Comunitario de Salud Familiar Villa Los Presidentes;200365;24;26;92.31
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Talagante;Centro de Salud Familiar Dr. Alberto Allende Jones;110390;310;356;87.08
Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Talagante;Posta de Salud Rural Aliro Cárcarmo (Lonquén);110400;13;13;100.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;La Reina;Centro Comunitario de Salud Familiar Dragones de La Reina;112717;11;18;61.11
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;La Reina;Centro de Salud Familiar Juan Pablo II ( La Reina);112320;51;100;51.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;La Reina;Centro de Salud Familiar Ossandon;112317;21;31;67.74
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Las Condes;Centro de Salud Familiar Aníbal Ariztía;112306;99;172;57.56
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Las Condes;Centro de Salud Familiar Apoquindo;112304;19;35;54.29
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Lo Barnechea;Centro Comunitario de Salud Familiar Bicentenario;112799;24;0;
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Lo Barnechea;Centro de Salud Familiar Lo Barnechea;112307;194;212;91.51
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Macul;Centro de Salud Familiar Félix de Amesti;112312;98;125;78.4
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Macul;Centro de Salud Familiar Padre Alberto Hurtado;112319;81;111;72.97
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Macul;Centro de Salud Familiar Santa Julia;112313;148;193;76.68
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Peñalolén;Centro Comunitario de Salud Familiar Esperanza Andina;112716;13;12;108.33
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Peñalolén;Centro de Salud Familiar Cardenal Silva Henríquez;112321;101;132;76.52
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Peñalolén;Centro de Salud Familiar Carol Urzúa Ibáñez;112316;131;191;68.59
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Peñalolén;Centro de Salud Familiar La Faena;112314;182;168;108.33
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Peñalolén;Centro de Salud Familiar Las Torres;201112;97;155;62.58
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Peñalolén;Centro de Salud Familiar Lo Hermida;112318;141;184;76.63
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Peñalolén;Centro de Salud Familiar Padre Gerardo Whelan;112322;102;129;79.07
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Peñalolén;Centro de Salud Familiar San Luis;112315;108;124;87.1
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Providencia;Centro Comunitario de Salud Familiar Andacollo;200265;7;8;87.5
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Providencia;Centro Comunitario de Salud Familiar Elena Caffarena;200037;26;41;63.41
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Providencia;Centro de Salud Familiar Aguilucho;112303;42;52;80.77
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Providencia;Centro de Salud Familiar Dr. Alfonso Leng;112302;56;62;90.32
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Providencia;Centro de Salud Familiar Dr. Hernán Alessandri;112301;46;63;73.02
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Vitacura;Centro de Salud Familiar Vitacura;112309;37;40;92.5
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Ñuñoa;Centro Comunitario de Salud Familiar Amapolas;200389;4;4;100.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Ñuñoa;Centro Comunitario de Salud Familiar Villa Olímpica;200236;21;33;63.64
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Ñuñoa;Centro de Salud Familiar Rosita Renard;112310;128;199;64.32
Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Ñuñoa;Centro de Salud Familiar Salvador Bustos;112311;126;170;74.12
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Buin;Centro Comunitario de Salud Familiar Dr. Héctor García;113790;51;65;78.46
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Buin;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;113402;33;41;80.49
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Buin;Centro de Salud Familiar Alto Jahuel;113333;57;69;82.61
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Buin;Centro de Salud Familiar Dr. Héctor García;113390;188;282;66.67
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Buin;Centro de Salud Familiar Maipo;113320;54;137;39.42
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Buin;Posta de Salud Rural El Recurso;113406;6;9;66.67
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Buin;Posta de Salud Rural Los Morros;113407;19;22;86.36
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Buin;Posta de Salud Rural Valdivia de Paine;113404;2;20;10.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Buin;Posta de Salud Rural Viluco;113405;12;36;33.33
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Calera de Tango;Centro de Salud Familiar Calera de Tango;113321;35;50;70.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Calera de Tango;Centro de Salud Familiar Los Bajos de San Agustín;113334;48;53;90.57
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Calera de Tango;Posta de Salud Rural Santa Inés;113413;0;1;0.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;El Bosque;Centro Comunitario de Salud Familiar Los Sauces;200962;11;26;42.31
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;El Bosque;Centro Comunitario de Salud Familiar Santa Laura;113717;17;28;60.71
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;El Bosque;Centro de Salud Familiar Canciller Orlando Letelier;113329;101;135;74.81
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;El Bosque;Centro de Salud Familiar Cóndores de Chile;113314;105;140;75.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;El Bosque;Centro de Salud Familiar Dr. Carlos Lorca Tobar;113312;100;150;66.67
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;El Bosque;Centro de Salud Familiar Dr. Mario Salcedo;113323;113;154;73.38
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;El Bosque;Centro de Salud Familiar Dra. Haydeé López Casoou;113324;100;142;70.42
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;El Bosque;Centro de Salud Familiar Santa Laura;113317;99;128;77.34
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;La Cisterna;Centro Comunitario de Salud Familiar Eduardo Frei Montalva;200360;3;3;100.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;La Cisterna;Centro de Salud Familiar Eduardo Frei Montalva;113326;139;190;73.16
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;La Cisterna;Centro de Salud Familiar Santa Anselma;113311;208;253;82.21
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Lo Espejo;Centro de Salud Familiar Clara Estrella;113308;71;102;69.61
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Lo Espejo;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;113310;94;133;70.68
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Lo Espejo;Centro de Salud Familiar Julio Acuña Pinzón;113309;96;174;55.17
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Lo Espejo;Centro de Salud Familiar Pueblo Lo Espejo;113396;78;136;57.35
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Paine;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);113318;270;389;69.41
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Paine;Centro de Salud Familiar Dr. Raúl Moya;113319;83;103;80.58
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Paine;Posta de Salud Rural Abrantes;113411;15;15;100.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Paine;Posta de Salud Rural Chada;113412;6;7;85.71
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Paine;Posta de Salud Rural Huelquén;113409;42;48;87.5
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Paine;Posta de Salud Rural Pintué;113408;17;15;113.33
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Pedro Aguirre Cerda;Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa;113703;21;26;80.77
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Pedro Aguirre Cerda;Centro de Salud Familiar Amador Neghme;113303;116;143;81.12
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Pedro Aguirre Cerda;Centro de Salud Familiar Edgardo Enríquez Fröedden;113331;96;118;81.36
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Pedro Aguirre Cerda;Centro de Salud Familiar Lo Valledor Norte;111303;101;129;78.29
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Pedro Aguirre Cerda;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);113306;138;155;89.03
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro Comunitario de Salud Familiar Las Hortensias;200377;12;28;42.86
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro Comunitario de Salud Familiar Lo Herrera;113728;48;49;97.96
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro Comunitario de Salud Familiar Rapa Nui;113716;27;29;93.1
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro Comunitario de Salud Familiar Ribera del Maipo;113713;26;39;66.67
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro de Salud Familiar Carol Urzúa;113316;133;174;76.44
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro de Salud Familiar Confraternidad;113315;89;161;55.28
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro de Salud Familiar El Manzano;113394;93;169;55.03
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro de Salud Familiar Juan Pablo II ( San Bernardo);113332;91;187;48.66
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro de Salud Familiar Padre Joan Alsina;113328;143;237;60.34
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro de Salud Familiar Raúl Brañes F.;113330;48;254;18.9
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Bernardo;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);113313;120;166;72.29
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Joaquín;Centro Comunitario de Salud Familiar Coñimo;200210;28;29;96.55
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Joaquín;Centro Comunitario de Salud Familiar Dr. Salvador Allende;113722;12;18;66.67
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Joaquín;Centro Comunitario de Salud Familiar Martín Henríquez;200337;27;27;100.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Joaquín;Centro Comunitario de Salud Familiar Reverendo Javier Peró;113753;0;8;0.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Joaquín;Centro Comunitario de Salud Familiar Sierra Bella;113702;10;11;90.91
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Joaquín;Centro Comunitario de Salud Familiar Yalta;113701;18;39;46.15
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Joaquín;Centro de Salud Familiar Arturo Baeza Goñi;113305;64;71;90.14
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Joaquín;Centro de Salud Familiar San Joaquín;113301;83;100;83.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;113322;96;126;76.19
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Miguel;Centro Comunitario de Salud Familiar Atacama;200361;47;52;90.38
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Miguel;Centro de Salud Familiar Barros Luco;113300;284;328;86.59
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;San Miguel;Centro de Salud Familiar Recreo;113302;178;255;69.8
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro Comunitario de Salud Familiar Las Lomas;200475;11;14;78.57
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro de Salud Familiar Bellavista;114303;208;299;69.57
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro de Salud Familiar Dr. Fernando Maffioletti;114316;112;192;58.33
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro de Salud Familiar José Alvo;114334;67;161;41.61
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro de Salud Familiar La Florida;114331;164;293;55.97
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro de Salud Familiar Los Castaños;114302;104;165;63.03
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro de Salud Familiar Los Quillayes;114305;122;243;50.21
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro de Salud Familiar Santa Amalia;114324;164;229;71.62
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro de Salud Familiar Trinidad;114330;100;144;69.44
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Florida;Centro de Salud Familiar Villa O'Higgins;114304;122;224;54.46
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Granja;Centro Comunitario de Salud Familiar Millalemu;114706;21;15;140.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Granja;Centro Comunitario de Salud Familiar San Gregorio;114796;18;27;66.67
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Granja;Centro de Salud Familiar Granja Sur;114325;130;187;69.52
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Granja;Centro de Salud Familiar La Granja;114306;112;160;70.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Granja;Centro de Salud Familiar Malaquías Concha;114315;72;117;61.54
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Granja;Centro de Salud Familiar Padre Esteban Gumucio Vives;113307;30;37;81.08
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Pintana;Centro de Salud Familiar El Roble;114319;137;219;62.56
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Pintana;Centro de Salud Familiar Flor Fernández;114318;58;61;95.08
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Pintana;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;114327;79;121;65.29
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Pintana;Centro de Salud Familiar Pablo de Rokha;114309;106;144;73.61
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Pintana;Centro de Salud Familiar San Rafael;114308;101;153;66.01
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Pintana;Centro de Salud Familiar Santiago de Nueva Extremadura;114311;133;177;75.14
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;La Pintana;Centro de Salud Familiar Santo Tomás;114317;109;159;68.55
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Pirque;Centro de Salud Familiar Dr. José Manuel Balmaceda;114310;39;56;69.64
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Pirque;Centro de Salud Rural El Principal;114333;34;46;73.91
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Pirque;Posta de Salud Rural Puntilla;114401;6;6;100.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Pirque;Posta de Salud Rural San Vicente;114406;2;3;66.67
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar Bernardo Leighton;114320;208;272;76.47
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar Cardenal Silva Henríquez;114321;87;231;37.66
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar Dr. Alejandro del Río;114301;409;485;84.33
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar Karol Wojtyla;114326;162;233;69.53
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar Laurita Vicuña;114332;132;212;62.26
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;114323;75;134;55.97
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar Padre Manuel Villaseca;114322;213;386;55.18
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;114329;93;114;81.58
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar San Gerónimo;114312;192;265;72.45
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Puente Alto;Centro de Salud Familiar Vista Hermosa;114313;106;159;66.67
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;San José de Maipo;Hospital San José de Maipo;114102;30;47;63.83
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;San José de Maipo;Posta de Salud Rural Las Vertientes;114407;19;22;86.36
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;San José de Maipo;Posta de Salud Rural San Gabriel;114410;3;2;150.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;San Ramón;Centro Comunitario de Salud Familiar Modelo;114714;21;25;84.0
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);114314;53;111;47.75
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;San Ramón;Centro de Salud Familiar La Bandera;114307;111;144;77.08
Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;San Ramón;Centro de Salud Familiar Poetisa Gabriela Mistral;114328;154;161;95.65
Tarapacá;Servicio de Salud Tarapacá;Alto Hospicio;Centro Comunitario de Salud Familiar El Boro;102705;121;162;74.69
Tarapacá;Servicio de Salud Tarapacá;Alto Hospicio;Centro Comunitario de Salud Familiar La Tortuga;200335;59;118;50.0
Tarapacá;Servicio de Salud Tarapacá;Alto Hospicio;Centro de Salud Familiar Dr. Héctor Reyno Gutiérrez;102307;172;425;40.47
Tarapacá;Servicio de Salud Tarapacá;Alto Hospicio;Centro de Salud Familiar Dr. Yandry Añazco Montero;200557;172;235;73.19
Tarapacá;Servicio de Salud Tarapacá;Alto Hospicio;Centro de Salud Familiar Pedro Pulgar Melgarejo;102305;182;489;37.22
Tarapacá;Servicio de Salud Tarapacá;Camiña;Centro de Salud Familiar Camiña;102309;2;6;33.33
Tarapacá;Servicio de Salud Tarapacá;Camiña;Posta de Salud Rural Moquella;102408;2;4;50.0
Tarapacá;Servicio de Salud Tarapacá;Colchane;Centro de Salud Familiar Colchane;102310;6;4;150.0
Tarapacá;Servicio de Salud Tarapacá;Huara;Centro de Salud Familiar Dr. Amador Neghme Rodríguez;102308;17;18;94.44
Tarapacá;Servicio de Salud Tarapacá;Huara;Posta de Salud Rural Pachica;200474;0;1;0.0
Tarapacá;Servicio de Salud Tarapacá;Huara;Posta de Salud Rural Sibaya;102410;0;2;0.0
Tarapacá;Servicio de Salud Tarapacá;Iquique;Centro Comunitario de Salud Familiar Cerro Esmeralda;102701;57;72;79.17
Tarapacá;Servicio de Salud Tarapacá;Iquique;Centro de Salud Familiar Cirujano Aguirre;102300;349;445;78.43
Tarapacá;Servicio de Salud Tarapacá;Iquique;Centro de Salud Familiar Cirujano Guzmán;102302;208;238;87.39
Tarapacá;Servicio de Salud Tarapacá;Iquique;Centro de Salud Familiar Cirujano Videla;102301;323;471;68.58
Tarapacá;Servicio de Salud Tarapacá;Iquique;Centro de Salud Familiar Sur de Iquique;102306;201;267;75.28
Tarapacá;Servicio de Salud Tarapacá;Iquique;Posta de Salud Rural Chanavayita;102412;7;7;100.0
Tarapacá;Servicio de Salud Tarapacá;Iquique;Posta de Salud Rural San Marcos;102413;7;7;100.0
Tarapacá;Servicio de Salud Tarapacá;Pica;Centro de Salud Familiar Dr. Juan Márquez Vismarra;102304;46;83;55.42
Tarapacá;Servicio de Salud Tarapacá;Pozo Almonte;Centro de Salud Familiar Pozo Almonte;102303;111;154;72.08
Tarapacá;Servicio de Salud Tarapacá;Pozo Almonte;Posta de Salud Rural La Huayca;102414;3;4;75.0
Tarapacá;Servicio de Salud Tarapacá;Pozo Almonte;Posta de Salud Rural La Tirana;102406;14;22;63.64
Valparaíso;Servicio de Salud Aconcagua;Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;108308;100;104;96.15
Valparaíso;Servicio de Salud Aconcagua;Calle Larga;Posta de Salud Rural San Vicente (Calle Larga);108405;5;5;100.0
Valparaíso;Servicio de Salud Aconcagua;Catemu;Centro Comunitario de Salud Familiar Los Cerrillos;108703;6;7;85.71
Valparaíso;Servicio de Salud Aconcagua;Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;108303;52;77;67.53
Valparaíso;Servicio de Salud Aconcagua;Llaillay;Centro de Salud Familiar Llaillay;108300;124;150;82.67
Valparaíso;Servicio de Salud Aconcagua;Los Andes;Centro Comunitario de Salud Familiar Juan Pablo Segundo( Los Andes);108707;11;14;78.57
Valparaíso;Servicio de Salud Aconcagua;Los Andes;Centro de Salud Familiar Centenario;108307;108;158;68.35
Valparaíso;Servicio de Salud Aconcagua;Los Andes;Centro de Salud Familiar Cordillera Andina;108306;154;161;95.65
Valparaíso;Servicio de Salud Aconcagua;Los Andes;Posta de Salud Rural Río Blanco (Los Andes);108404;4;6;66.67
Valparaíso;Servicio de Salud Aconcagua;Panquehue;Centro de Salud Familiar María Elena Peñaloza Morales;108311;47;52;90.38
Valparaíso;Servicio de Salud Aconcagua;Putaendo;Centro Comunitario de Salud Familiar Estación Las Coimas;200345;11;11;100.0
Valparaíso;Servicio de Salud Aconcagua;Putaendo;Centro de Salud Familiar Valle de Los Libertadores;108304;97;108;89.81
Valparaíso;Servicio de Salud Aconcagua;Putaendo;Posta de Salud Rural La Orilla (Putaendo);108410;1;1;100.0
Valparaíso;Servicio de Salud Aconcagua;Rinconada;Centro de Salud Familiar Rinconada;108301;58;63;92.06
Valparaíso;Servicio de Salud Aconcagua;San Esteban;Centro Comunitario de Salud Familiar Lo Calvo;108700;7;9;77.78
Valparaíso;Servicio de Salud Aconcagua;San Esteban;Centro de Salud Familiar San Esteban;108302;75;85;88.24
Valparaíso;Servicio de Salud Aconcagua;San Esteban;Posta de Salud Rural Campos de Ahumada;108402;1;1;100.0
Valparaíso;Servicio de Salud Aconcagua;San Esteban;Posta de Salud Rural Cariño Botado;108401;4;3;133.33
Valparaíso;Servicio de Salud Aconcagua;San Esteban;Posta de Salud Rural Río Colorado;108403;5;3;166.67
Valparaíso;Servicio de Salud Aconcagua;San Felipe;Centro Comunitario de Salud Familiar Quebrada Herrera;108712;16;17;94.12
Valparaíso;Servicio de Salud Aconcagua;San Felipe;Centro de Salud Familiar Curimón;108310;39;41;95.12
Valparaíso;Servicio de Salud Aconcagua;San Felipe;Centro de Salud Familiar Dr. Segismundo Iturra Taito;108312;238;282;84.4
Valparaíso;Servicio de Salud Aconcagua;San Felipe;Centro de Salud Familiar San Felipe El Real;108305;205;257;79.77
Valparaíso;Servicio de Salud Aconcagua;Santa Maria;Centro Comunitario de Salud Familiar Las Cadenas;108709;16;16;100.0
Valparaíso;Servicio de Salud Aconcagua;Santa Maria;Centro de Salud Familiar Santa María Dr. Jorge Ahumada Lemus;108309;80;85;94.12
Valparaíso;Servicio de Salud Aconcagua;Santa Maria;Posta de Salud Rural Santa Filomena (Santa María);108409;4;4;100.0
Valparaíso;Servicio de Salud Metropolitano Oriente;Isla de Pascua;Hospital Hanga Roa (Isla De Pascua);112107;67;73;91.78
Valparaíso;Servicio de Salud Valparaíso San Antonio;Algarrobo;Centro de Salud Familiar Algarrobo;106327;64;87;73.56
Valparaíso;Servicio de Salud Valparaíso San Antonio;Algarrobo;Posta de Salud Rural El Yeco;106410;1;1;100.0
Valparaíso;Servicio de Salud Valparaíso San Antonio;Algarrobo;Posta de Salud Rural San José (Algarrobo);106411;0;1;0.0
Valparaíso;Servicio de Salud Valparaíso San Antonio;Cartagena;Centro Comunitario de Salud Familiar San Sebastian;106409;10;10;100.0
Valparaíso;Servicio de Salud Valparaíso San Antonio;Cartagena;Centro de Salud Familiar Cartagena;106326;126;156;80.77
Valparaíso;Servicio de Salud Valparaíso San Antonio;Cartagena;Posta de Salud Rural Lo Abarca;106408;1;0;
Valparaíso;Servicio de Salud Valparaíso San Antonio;Cartagena;Posta de Salud Rural Lo Zárate;106406;1;0;
Valparaíso;Servicio de Salud Valparaíso San Antonio;Casablanca;Hospital San José (Casablanca);106105;130;176;73.86
Valparaíso;Servicio de Salud Valparaíso San Antonio;Casablanca;Posta de Salud Rural Lagunillas;106405;2;2;100.0
Valparaíso;Servicio de Salud Valparaíso San Antonio;Casablanca;Posta de Salud Rural Las Dichas;106403;4;4;100.0
Valparaíso;Servicio de Salud Valparaíso San Antonio;Casablanca;Posta de Salud Rural Quintay;106402;2;3;66.67
Valparaíso;Servicio de Salud Valparaíso San Antonio;El Quisco;Centro Comunitario de Salud Familiar Isla Negra;106728;20;21;95.24
Valparaíso;Servicio de Salud Valparaíso San Antonio;El Quisco;Centro de Salud Familiar El Quisco;106328;82;80;102.5
